ACTOR_ID,INCIDENT_ID,ACTOR_TYPE,ACTOR_PATTERN
2857,2857,External,Lost and Stolen Assets
2858,2858,External,Cyber-Espionage
2859,2859,Internal,Lost and Stolen Assets
2860,2860,Internal,Privilege Misuse
2861,2861,External,Miscellaneous Errors
2862,2862,Internal,Privilege Misuse
2863,2863,Internal,Miscellaneous Errors
2864,2864,External,Everything Else
2865,2865,Internal,Lost and Stolen Assets
2866,2866,External,Lost and Stolen Assets
2867,2867,External,Crimeware
2868,2868,Unknown,Everything Else
2869,2869,Internal,Privilege Misuse
2870,2870,Internal Partner,Miscellaneous Errors
2871,2871,External,Web Applications
2872,2872,External,Lost and Stolen Assets
2873,2873,External,Lost and Stolen Assets
2874,2874,Internal,Miscellaneous Errors
2875,2875,External,Web Applications
2876,2876,Internal,Miscellaneous Errors
2877,2877,Internal,Miscellaneous Errors
2878,2878,Unknown,Everything Else
2879,2879,External,Privilege Misuse
2880,2880,Unknown,Lost and Stolen Assets
2881,2881,Internal,Privilege Misuse
2882,2882,Partner,Miscellaneous Errors
2883,2883,Internal,Miscellaneous Errors
2884,2884,External,Web Applications
2885,2885,Internal,Privilege Misuse
2886,2886,External,Payment Card Skimmers
2887,2887,Internal,Miscellaneous Errors
2888,2888,External Internal,Privilege Misuse
2889,2889,Internal,Miscellaneous Errors
2890,2890,External,Web Applications
2891,2891,Internal,Miscellaneous Errors
2892,2892,Internal,Miscellaneous Errors
2893,2893,External,Everything Else
2894,2894,External,Payment Card Skimmers
2895,2895,Internal,Privilege Misuse
2896,2896,External,Web Applications
2897,2897,External,Everything Else
2898,2898,External,Lost and Stolen Assets
2899,2899,External,Cyber-Espionage
2900,2900,External Partner,Miscellaneous Errors
2901,2901,External,Lost and Stolen Assets
2902,2902,Internal,Privilege Misuse
2903,2903,Internal,Miscellaneous Errors
2904,2904,External,Lost and Stolen Assets
2905,2905,External,Everything Else
2906,2906,Internal,Privilege Misuse
2907,2907,External,Privilege Misuse
2908,2908,Internal,Lost and Stolen Assets
2909,2909,External,Everything Else
2910,2910,Internal,Miscellaneous Errors
2911,2911,Internal,Miscellaneous Errors
2912,2912,External,Payment Card Skimmers
2913,2913,Internal,Miscellaneous Errors
2914,2914,Internal,Privilege Misuse
2915,2915,External,Everything Else
2916,2916,Partner,Miscellaneous Errors
2917,2917,External,Crimeware
2918,2918,Internal,Privilege Misuse
2919,2919,External,Web Applications
2920,2920,External,Cyber-Espionage
2921,2921,External,Lost and Stolen Assets
2922,2922,Internal,Privilege Misuse
2923,2923,External,Cyber-Espionage
2924,2924,External,Lost and Stolen Assets
2925,2925,Internal,Privilege Misuse
2926,2926,Internal,Privilege Misuse
2927,2927,Internal,Lost and Stolen Assets
2928,2928,Internal,Lost and Stolen Assets
2929,2929,External,Lost and Stolen Assets
2930,2930,Internal,Privilege Misuse
2931,2931,External,Everything Else
2932,2932,Internal,Miscellaneous Errors
2933,2933,External,Web Applications
2934,2934,External,Payment Card Skimmers
2935,2935,Partner,Privilege Misuse
2936,2936,Internal,Privilege Misuse
2937,2937,Internal,Privilege Misuse
2938,2938,Internal,Privilege Misuse
2939,2939,Internal,Lost and Stolen Assets
2940,2940,Internal,Privilege Misuse
2941,2941,External,Payment Card Skimmers
2942,2942,Internal,Miscellaneous Errors
2943,2943,External,Point of Sale
2944,2944,External,Everything Else
2945,2945,External,Lost and Stolen Assets
2946,2946,Internal,Miscellaneous Errors
2947,2947,External,Privilege Misuse
2948,2948,External,Everything Else
2949,2949,Partner,Privilege Misuse
2950,2950,External,Lost and Stolen Assets
2951,2951,External,Point of Sale
2952,2952,External,Lost and Stolen Assets
2953,2953,Internal,Privilege Misuse
2954,2954,External,Lost and Stolen Assets
2955,2955,Internal,Miscellaneous Errors
2956,2956,Internal,Privilege Misuse
2957,2957,External,Lost and Stolen Assets
2958,2958,External,Denial of Service
2959,2959,External,Lost and Stolen Assets
2960,2960,Internal,Lost and Stolen Assets
2961,2961,Internal,Privilege Misuse
2962,2962,External,Crimeware
2963,2963,Internal,Miscellaneous Errors
2964,2964,External,Web Applications
2965,2965,Partner,Miscellaneous Errors
2966,2966,External,Everything Else
2967,2967,External,Crimeware
2968,2968,External,Lost and Stolen Assets
2969,2969,External Internal,Privilege Misuse
2970,2970,Internal,Miscellaneous Errors
2971,2971,Unknown,Everything Else
2972,2972,Internal,Miscellaneous Errors
2973,2973,Unknown,Crimeware
2974,2974,External,Everything Else
2975,2975,Internal,Miscellaneous Errors
2976,2976,Unknown,Everything Else
2977,2977,Internal Partner,Lost and Stolen Assets
2978,2978,External,Cyber-Espionage
2979,2979,External,Web Applications
2980,2980,Internal,Miscellaneous Errors
2981,2981,External,Web Applications
2982,2982,External,Web Applications
2983,2983,External,Everything Else
2984,2984,External,Everything Else
2985,2985,External,Everything Else
2986,2986,Internal,Miscellaneous Errors
2987,2987,External,Lost and Stolen Assets
2988,2988,Internal,Miscellaneous Errors
2989,2989,External,Lost and Stolen Assets
2990,2990,Internal,Miscellaneous Errors
2991,2991,External,Everything Else
2992,2992,External,Payment Card Skimmers
2993,2993,Internal,Miscellaneous Errors
2994,2994,Internal,Privilege Misuse
2995,2995,Internal,Privilege Misuse
2996,2996,Internal,Miscellaneous Errors
2997,2997,Internal,Privilege Misuse
2998,2998,Internal,Privilege Misuse
2999,2999,External,Lost and Stolen Assets
3000,3000,External,Web Applications
3001,3001,External,Everything Else
3002,3002,External,Lost and Stolen Assets
3003,3003,Internal,Miscellaneous Errors
3004,3004,Partner,Miscellaneous Errors
3005,3005,External,Lost and Stolen Assets
3006,3006,External,Web Applications
3007,3007,External,Everything Else
3008,3008,Internal,Privilege Misuse
3009,3009,External,Crimeware
3010,3010,Internal,Miscellaneous Errors
3011,3011,Internal,Privilege Misuse
3012,3012,Internal,Privilege Misuse
3013,3013,External,Lost and Stolen Assets
3014,3014,Internal,Miscellaneous Errors
3015,3015,Internal,Privilege Misuse
3016,3016,Internal,Miscellaneous Errors
3017,3017,Internal,Privilege Misuse
3018,3018,Internal,Privilege Misuse
3019,3019,Internal,Miscellaneous Errors
3020,3020,Internal,Miscellaneous Errors
3021,3021,Internal,Privilege Misuse
3022,3022,External,Lost and Stolen Assets
3023,3023,Internal,Privilege Misuse
3024,3024,External,Everything Else
3025,3025,External,Web Applications
3026,3026,External,Lost and Stolen Assets
3027,3027,External,Web Applications
3028,3028,Internal,Privilege Misuse
3029,3029,Internal,Miscellaneous Errors
3030,3030,Internal,Miscellaneous Errors
3031,3031,External,Lost and Stolen Assets
3032,3032,External Internal,Privilege Misuse
3033,3033,Internal,Privilege Misuse
3034,3034,Internal,Miscellaneous Errors
3035,3035,Internal,Privilege Misuse
3036,3036,External,Crimeware
3037,3037,External,Crimeware
3038,3038,External,Denial of Service
3039,3039,Internal,Privilege Misuse
3040,3040,External,Everything Else
3041,3041,External,Crimeware
3042,3042,External,Web Applications
3043,3043,External,Web Applications
3044,3044,External,Everything Else
3045,3045,Internal,Miscellaneous Errors
3046,3046,Internal,Privilege Misuse
3047,3047,External,Everything Else
3048,3048,Internal,Privilege Misuse
3049,3049,Internal,Lost and Stolen Assets
3050,3050,External,Web Applications
3051,3051,External,Everything Else
3052,3052,Internal,Miscellaneous Errors
3053,3053,Internal,Lost and Stolen Assets
3054,3054,External,Lost and Stolen Assets
3055,3055,Internal,Privilege Misuse
3056,3056,Internal,Privilege Misuse
3057,3057,External Internal,Privilege Misuse
3058,3058,Unknown,Everything Else
3059,3059,External,Cyber-Espionage
3060,3060,External,Cyber-Espionage
3061,3061,External,Lost and Stolen Assets
3062,3062,External,Lost and Stolen Assets
3063,3063,External,Crimeware
3064,3064,External,Web Applications
3065,3065,Internal,Miscellaneous Errors
3066,3066,External,Payment Card Skimmers
3067,3067,Internal,Miscellaneous Errors
3068,3068,Unknown,Everything Else
3069,3069,External,Everything Else
3070,3070,External,Everything Else
3071,3071,External,Web Applications
3072,3072,Internal,Miscellaneous Errors
3073,3073,Partner,Miscellaneous Errors
3074,3074,Internal,Miscellaneous Errors
3075,3075,External,Web Applications
3076,3076,External Internal,Privilege Misuse
3077,3077,External,Everything Else
3078,3078,External,Lost and Stolen Assets
3079,3079,Internal,Lost and Stolen Assets
3080,3080,External,Lost and Stolen Assets
3081,3081,External,Everything Else
3082,3082,Internal,Privilege Misuse
3083,3083,Internal,Miscellaneous Errors
3084,3084,External,Lost and Stolen Assets
3085,3085,External,Web Applications
3086,3086,Unknown,Everything Else
3087,3087,Internal,Privilege Misuse
3088,3088,External,Web Applications
3089,3089,Internal,Miscellaneous Errors
3090,3090,External,Everything Else
3091,3091,External,Payment Card Skimmers
3092,3092,Internal,Miscellaneous Errors
3093,3093,Unknown,Everything Else
3094,3094,External,Everything Else
3095,3095,Internal,Miscellaneous Errors
3096,3096,Internal,Lost and Stolen Assets
3097,3097,Internal,Miscellaneous Errors
3098,3098,Internal,Miscellaneous Errors
3099,3099,External Internal,Miscellaneous Errors
3100,3100,Internal,Miscellaneous Errors
3101,3101,External,Web Applications
3102,3102,External,Lost and Stolen Assets
3103,3103,External,Denial of Service
3104,3104,Internal,Privilege Misuse
3105,3105,Internal,Privilege Misuse
3106,3106,External,Everything Else
3107,3107,External,Lost and Stolen Assets
3108,3108,External,Everything Else
3109,3109,External,Privilege Misuse
3110,3110,Internal,Privilege Misuse
3111,3111,Internal,Miscellaneous Errors
3112,3112,External,Lost and Stolen Assets
3113,3113,External,Everything Else
3114,3114,External,Everything Else
3115,3115,External,Everything Else
3116,3116,External,Web Applications
3117,3117,Unknown,Everything Else
3118,3118,External,Web Applications
3119,3119,External,Cyber-Espionage
3120,3120,External,Web Applications
3121,3121,External,Lost and Stolen Assets
3122,3122,Internal,Privilege Misuse
3123,3123,Internal,Miscellaneous Errors
3124,3124,External,Everything Else
3125,3125,Internal,Privilege Misuse
3126,3126,External,Lost and Stolen Assets
3127,3127,Internal,Miscellaneous Errors
3128,3128,External,Cyber-Espionage
3129,3129,Internal,Privilege Misuse
3130,3130,External,Denial of Service
3131,3131,Internal,Lost and Stolen Assets
3132,3132,External,Miscellaneous Errors
3133,3133,Internal,Privilege Misuse
3134,3134,Internal,Privilege Misuse
3135,3135,Internal,Lost and Stolen Assets
3136,3136,External Internal,Web Applications
3137,3137,Internal,Miscellaneous Errors
3138,3138,External Internal,Miscellaneous Errors
3139,3139,External,Everything Else
3140,3140,External,Lost and Stolen Assets
3141,3141,Internal,Miscellaneous Errors
3142,3142,Internal,Payment Card Skimmers
3143,3143,External,Everything Else
3144,3144,External,Lost and Stolen Assets
3145,3145,Internal,Miscellaneous Errors
3146,3146,External,Point of Sale
3147,3147,External,Everything Else
3148,3148,External,Everything Else
3149,3149,Internal,Lost and Stolen Assets
3150,3150,External Internal,Privilege Misuse
3151,3151,Internal,Miscellaneous Errors
3152,3152,External,Payment Card Skimmers
3153,3153,External,Web Applications
3154,3154,External,Payment Card Skimmers
3155,3155,Internal,Lost and Stolen Assets
3156,3156,Internal,Privilege Misuse
3157,3157,External,Lost and Stolen Assets
3158,3158,External,Lost and Stolen Assets
3159,3159,External,Web Applications
3160,3160,External,Web Applications
3161,3161,Internal,Privilege Misuse
3162,3162,Partner,Lost and Stolen Assets
3163,3163,External,Web Applications
3164,3164,Partner,Lost and Stolen Assets
3165,3165,External,Everything Else
3166,3166,External,Everything Else
3167,3167,Internal,Privilege Misuse
3168,3168,Internal,Privilege Misuse
3169,3169,Unknown,Everything Else
3170,3170,External,Payment Card Skimmers
3171,3171,Internal,Privilege Misuse
3172,3172,External,Web Applications
3173,3173,External,Cyber-Espionage
3174,3174,Internal,Miscellaneous Errors
3175,3175,Internal,Miscellaneous Errors
3176,3176,Internal,Privilege Misuse
3177,3177,External,Crimeware
3178,3178,External,Lost and Stolen Assets
3179,3179,Internal,Miscellaneous Errors
3180,3180,External Internal,Privilege Misuse
3181,3181,External,Everything Else
3182,3182,Internal,Privilege Misuse
3183,3183,External,Web Applications
3184,3184,External,Everything Else
3185,3185,Internal,Privilege Misuse
3186,3186,External,Lost and Stolen Assets
3187,3187,Internal,Privilege Misuse
3188,3188,Internal,Privilege Misuse
3189,3189,Internal,Miscellaneous Errors
3190,3190,External,Web Applications
3191,3191,Internal,Miscellaneous Errors
3192,3192,Internal,Privilege Misuse
3193,3193,Internal,Miscellaneous Errors
3194,3194,Internal,Privilege Misuse
3195,3195,External,Crimeware
3196,3196,Internal,Privilege Misuse
3197,3197,External,Everything Else
3198,3198,External,Lost and Stolen Assets
3199,3199,External,Payment Card Skimmers
3200,3200,External,Everything Else
3201,3201,Internal,Privilege Misuse
3202,3202,Internal,Privilege Misuse
3203,3203,Internal,Everything Else
3204,3204,External,Web Applications
3205,3205,External,Everything Else
3206,3206,Internal,Miscellaneous Errors
3207,3207,Internal,Miscellaneous Errors
3208,3208,Internal,Miscellaneous Errors
3209,3209,Internal,Privilege Misuse
3210,3210,External,Lost and Stolen Assets
3211,3211,External,Cyber-Espionage
3212,3212,Internal,Privilege Misuse
3213,3213,External Partner,Privilege Misuse
3214,3214,Internal,Miscellaneous Errors
3215,3215,Partner,Lost and Stolen Assets
3216,3216,External,Web Applications
3217,3217,Partner,Lost and Stolen Assets
3218,3218,External,Web Applications
3219,3219,Internal,Privilege Misuse
3220,3220,Internal,Miscellaneous Errors
3221,3221,External,Cyber-Espionage
3222,3222,External,Web Applications
3223,3223,Internal,Privilege Misuse
3224,3224,External,Payment Card Skimmers
3225,3225,Internal,Privilege Misuse
3226,3226,Internal,Miscellaneous Errors
3227,3227,Internal,Privilege Misuse
3228,3228,External,Lost and Stolen Assets
3229,3229,Internal,Privilege Misuse
3230,3230,Internal,Privilege Misuse
3231,3231,External Internal,Privilege Misuse
3232,3232,Internal,Privilege Misuse
3233,3233,External,Web Applications
3234,3234,External Partner,Miscellaneous Errors
3235,3235,Internal,Miscellaneous Errors
3236,3236,Internal,Miscellaneous Errors
3237,3237,External,Lost and Stolen Assets
3238,3238,External,Web Applications
3239,3239,External,Web Applications
3240,3240,Internal,Privilege Misuse
3241,3241,External,Web Applications
3242,3242,External,Web Applications
3243,3243,External,Web Applications
3244,3244,Unknown,Everything Else
3245,3245,External Internal,Everything Else
3246,3246,External,Privilege Misuse
3247,3247,Internal,Miscellaneous Errors
3248,3248,External,Web Applications
3249,3249,External,Web Applications
3250,3250,External,Lost and Stolen Assets
3251,3251,External,Web Applications
3252,3252,Partner,Lost and Stolen Assets
3253,3253,External,Web Applications
3254,3254,Internal,Privilege Misuse
3255,3255,Internal,Lost and Stolen Assets
3256,3256,External,Payment Card Skimmers
3257,3257,External,Cyber-Espionage
3258,3258,External,Lost and Stolen Assets
3259,3259,External,Everything Else
3260,3260,Internal,Miscellaneous Errors
3261,3261,External,Everything Else
3262,3262,Internal,Lost and Stolen Assets
3263,3263,External,Web Applications
3264,3264,Internal,Privilege Misuse
3265,3265,Partner,Miscellaneous Errors
3266,3266,External,Lost and Stolen Assets
3267,3267,Internal,Miscellaneous Errors
3268,3268,Internal,Privilege Misuse
3269,3269,External,Lost and Stolen Assets
3270,3270,Internal,Privilege Misuse
3271,3271,External,Point of Sale
3272,3272,External,Payment Card Skimmers
3273,3273,Internal,Miscellaneous Errors
3274,3274,External,Everything Else
3275,3275,External,Everything Else
3276,3276,Internal,Lost and Stolen Assets
3277,3277,Internal,Miscellaneous Errors
3278,3278,External,Lost and Stolen Assets
